"date","rir","customer","providers"
"2026-02-28","arin","AS402153","AS11913 AS52025"
"2026-02-28","arin","AS402194","AS34927 AS212895"
"2026-02-28","arin","AS402196","AS20473 AS53356"
"2026-02-28","arin","AS402212","AS32002"
"2026-02-28","apnic","AS24322","AS134143 AS136582"
"2026-02-28","apnic","AS24381","AS24322 AS39521 AS44324 AS62553 AS215956"
"2026-02-28","apnic","AS49867","AS9663 AS20473 AS38074 AS41051 AS63798"
"2026-02-28","apnic","AS138038","AS4785"
"2026-02-28","apnic","AS149301","AS20473 AS61138"
"2026-02-28","apnic","AS151642","AS20473 AS61138"
"2026-02-28","apnic","AS154185","AS154155 AS198025 AS203031 AS210440 AS213605 AS215172"
"2026-02-28","apnic","AS154486","AS9663 AS20473"
"2026-02-28","lacnic","AS2716","AS1916"
"2026-02-28","lacnic","AS19200","AS2716"
"2026-02-28","lacnic","AS28370","AS53013 AS271253"
"2026-02-28","lacnic","AS52540","AS61678 AS61745"
"2026-02-28","lacnic","AS52659","AS263324"
"2026-02-28","lacnic","AS52838","AS174 AS2914 AS3356 AS6762"
"2026-02-28","lacnic","AS52927","AS2914 AS53181 AS262365 AS268696"
"2026-02-28","lacnic","AS61574","AS61575"
"2026-02-28","lacnic","AS61604","AS6939 AS22356"
"2026-02-28","lacnic","AS61618","AS2914 AS26615 AS263903"
"2026-02-28","lacnic","AS61625","AS6762 AS37468 AS52468 AS52965 AS53013 AS53181 AS60503 AS264997 AS265147 AS265269 AS268463"
"2026-02-28","lacnic","AS61774","AS264011 AS264595"
"2026-02-28","lacnic","AS262365","AS2914 AS52927 AS53181 AS268696"
"2026-02-28","lacnic","AS262485","AS52468 AS263047"
"2026-02-28","lacnic","AS262486","AS4230 AS20121 AS26162 AS53237 AS263450 AS264387"
"2026-02-28","lacnic","AS263047","AS3356 AS7738 AS22356"
"2026-02-28","lacnic","AS263326","AS22381 AS28260 AS52863 AS265389"
"2026-02-28","lacnic","AS263390","AS2914 AS52772 AS263009"
"2026-02-28","lacnic","AS263424","AS3356 AS28202 AS28306 AS61712 AS263432"
"2026-02-28","lacnic","AS263515","AS264011 AS264539 AS264595"
"2026-02-28","lacnic","AS264011","AS16735 AS264595"
"2026-02-28","lacnic","AS264539","AS264011 AS264595"
"2026-02-28","lacnic","AS264595","AS14840 AS28598 AS53087 AS61832 AS264011"
"2026-02-28","lacnic","AS264967","AS264011 AS264595"
"2026-02-28","lacnic","AS265010","AS262462"
"2026-02-28","lacnic","AS266086","AS264011 AS264595"
"2026-02-28","lacnic","AS266106","AS264011 AS264595"
"2026-02-28","lacnic","AS266342","AS264011 AS264595"
"2026-02-28","lacnic","AS267386","AS6939 AS25933 AS28220 AS28649 AS262509 AS267613"
"2026-02-28","lacnic","AS267425","AS263047"
"2026-02-28","lacnic","AS267448","AS53062 AS53175"
"2026-02-28","lacnic","AS267608","AS28370"
"2026-02-28","lacnic","AS268047","AS263998 AS268829 AS272713"
"2026-02-28","lacnic","AS268105","AS52898 AS263047 AS272691"
"2026-02-28","lacnic","AS268624","AS2914 AS3356 AS6762 AS22356"
"2026-02-28","lacnic","AS268937","AS6939 AS262740 AS267345"
"2026-02-28","lacnic","AS268944","AS52965 AS264562"
"2026-02-28","lacnic","AS269025","AS52720 AS264952"
"2026-02-28","lacnic","AS269114","AS263998 AS268047"
"2026-02-28","lacnic","AS269288","AS52873 AS61618"
"2026-02-28","lacnic","AS269396","AS262999 AS264963"
"2026-02-28","lacnic","AS269688","AS3356 AS23106 AS263623"
"2026-02-28","lacnic","AS270324","AS28145"
"2026-02-28","lacnic","AS270470","AS6939 AS53062 AS263495 AS265189"
"2026-02-28","lacnic","AS270573","AS28283 AS53062"
"2026-02-28","lacnic","AS270684","AS6939 AS52468 AS263627 AS267613"
"2026-02-28","lacnic","AS271150","AS269572"
"2026-02-28","lacnic","AS271228","AS53087 AS262773"
"2026-02-28","lacnic","AS272466","AS269396"
"2026-02-28","lacnic","AS272570","AS263424"
"2026-02-28","lacnic","AS273328","AS269501"
"2026-02-28","lacnic","AS273514","AS28370 AS263535"
"2026-02-28","lacnic","AS273556","AS53181 AS263009"
"2026-02-28","lacnic","AS274610","AS28260 AS269553"
"2026-02-28","lacnic","AS274772","AS269553 AS274610"
"2026-02-28","ripencc","AS553","AS174 AS559 AS680 AS1299 AS2914 AS3320"
"2026-02-28","ripencc","AS559","AS174 AS513 AS553 AS1299 AS3257 AS3356 AS20965 AS21320"
"2026-02-28","ripencc","AS1200","AS1103 AS4455 AS6830 AS12859"
"2026-02-28","ripencc","AS1299","AS0"
"2026-02-28","ripencc","AS2121","AS3333"
"2026-02-28","ripencc","AS2602","AS6661 AS20965 AS21320 AS56665 AS208374"
"2026-02-28","ripencc","AS2605","AS2852 AS6762"
"2026-02-28","ripencc","AS2852","AS1853 AS2607 AS6762 AS20965 AS21320 AS60606"
"2026-02-28","ripencc","AS3170","AS174 AS2914 AS3257 AS3356 AS3491"
"2026-02-28","ripencc","AS3232","AS50245"
"2026-02-28","ripencc","AS4492","AS0"
"2026-02-28","ripencc","AS4601","AS8298 AS58115"
"2026-02-28","ripencc","AS5405","AS1299 AS2914 AS3257 AS3320 AS3491 AS5511 AS6762 AS12956"
"2026-02-28","ripencc","AS5408","AS3491 AS20965 AS21320"
"2026-02-28","ripencc","AS6424","AS174 AS1273 AS1299 AS2914 AS6461 AS6762 AS6830 AS141193"
"2026-02-28","ripencc","AS6775","AS174 AS6204 AS6939 AS13030"
"2026-02-28","ripencc","AS6777","AS0"
"2026-02-28","ripencc","AS6823","AS174 AS1200 AS3223 AS5405 AS6204 AS6205 AS6695 AS9002 AS9121 AS12735 AS15924 AS20715 AS34565 AS44901 AS56393 AS59796 AS204457 AS211877"
"2026-02-28","ripencc","AS6830","AS0"
"2026-02-28","ripencc","AS6881","AS6939 AS15685 AS25512 AS29208"
"2026-02-28","ripencc","AS7768","AS9121 AS34984 AS57152"
"2026-02-28","ripencc","AS8194","AS1299 AS12578 AS13194 AS55002"
"2026-02-28","ripencc","AS8265","AS6453 AS51569"
"2026-02-28","ripencc","AS8283","AS8455 AS15703 AS38930 AS57866 AS58115"
"2026-02-28","ripencc","AS8454","AS3320 AS42184"
"2026-02-28","ripencc","AS8747","AS29208"
"2026-02-28","ripencc","AS8873","AS8674"
"2026-02-28","ripencc","AS8899","AS1299 AS6461"
"2026-02-28","ripencc","AS8943","AS1299 AS5405"
"2026-02-28","ripencc","AS9011","AS2856 AS5089 AS13335"
"2026-02-28","ripencc","AS9053","AS29838 AS39020 AS43541 AS56430 AS62240"
"2026-02-28","ripencc","AS9120","AS1299 AS31027"
"2026-02-28","ripencc","AS9136","AS1299 AS2914 AS3320 AS3356"
"2026-02-28","ripencc","AS12555","AS20485 AS20764 AS29076 AS57304"
"2026-02-28","ripencc","AS12637","AS174 AS1299 AS2914 AS3303 AS50673"
"2026-02-28","ripencc","AS12735","AS174 AS3257 AS6762 AS9002 AS9121"
"2026-02-28","ripencc","AS12779","AS174 AS2914 AS3223 AS3257 AS200020"
"2026-02-28","ripencc","AS12859","AS1299 AS2914 AS200020"
"2026-02-28","ripencc","AS12905","AS3257 AS31117 AS39392"
"2026-02-28","ripencc","AS12929","AS25400"
"2026-02-28","ripencc","AS13020","AS50472"
"2026-02-28","ripencc","AS13214","AS30893 AS61229 AS215551"
"2026-02-28","ripencc","AS15372","AS174 AS3320 AS9136 AS13237 AS16374 AS21413 AS57328"
"2026-02-28","ripencc","AS15576","AS174 AS3356 AS8220"
"2026-02-28","ripencc","AS15584","AS3269 AS12874 AS31638"
"2026-02-28","ripencc","AS15605","AS3356 AS6762 AS12637 AS41327 AS56911"
"2026-02-28","ripencc","AS15614","AS6939 AS21430 AS39392"
"2026-02-28","ripencc","AS15935","AS174 AS1299 AS9002"
"2026-02-28","ripencc","AS15962","AS5511 AS5578"
"2026-02-28","ripencc","AS15974","AS9049 AS20485"
"2026-02-28","ripencc","AS16374","AS213973"
"2026-02-28","ripencc","AS18607","AS20473 AS207487"
"2026-02-28","ripencc","AS20701","AS25192"
"2026-02-28","ripencc","AS20738","AS214073"
"2026-02-28","ripencc","AS20825","AS3209"
"2026-02-28","ripencc","AS20962","AS6799"
"2026-02-28","ripencc","AS21034","AS3269 AS8928 AS12874"
"2026-02-28","ripencc","AS21263","AS3257 AS3320 AS3356 AS6762 AS6939 AS200020"
"2026-02-28","ripencc","AS21305","AS35647 AS60280 AS60330"
"2026-02-28","ripencc","AS24796","AS5394 AS12779 AS39120 AS41327"
"2026-02-28","ripencc","AS24972","AS2588 AS8194"
"2026-02-28","ripencc","AS25052","AS1680"
"2026-02-28","ripencc","AS25145","AS3223 AS6762 AS6939 AS9002 AS9121 AS34984 AS39582 AS47123"
"2026-02-28","ripencc","AS25192","AS1299 AS1853 AS6461 AS6830 AS7521 AS8001 AS8674 AS12570 AS16876 AS22548 AS25248 AS27678 AS29802 AS34867 AS37474 AS40528 AS396356"
"2026-02-28","ripencc","AS25400","AS544 AS1299"
"2026-02-28","ripencc","AS25563","AS6730 AS13030 AS20546"
"2026-02-28","ripencc","AS28755","AS15935"
"2026-02-28","ripencc","AS28917","AS3257 AS6762"
"2026-02-28","ripencc","AS29208","AS1299 AS3257 AS6461"
"2026-02-28","ripencc","AS29222","AS174 AS1299 AS3303 AS3356 AS44530"
"2026-02-28","ripencc","AS29562","AS20825"
"2026-02-28","ripencc","AS29670","AS1273 AS2914 AS3320 AS5405 AS9002 AS9136 AS13030 AS33891 AS34549 AS47147 AS50629"
"2026-02-28","ripencc","AS30893","AS50989 AS202395"
"2026-02-28","ripencc","AS31079","AS6830"
"2026-02-28","ripencc","AS31130","AS48014 AS49581 AS58212 AS60068 AS61272 AS197071 AS201814 AS213250 AS213683"
"2026-02-28","ripencc","AS31184","AS12329 AS24381 AS212895"
"2026-02-28","ripencc","AS31187","AS15626 AS21437 AS62206"
"2026-02-28","ripencc","AS31263","AS2914 AS3257 AS8928"
"2026-02-28","ripencc","AS31319","AS174 AS1299"
"2026-02-28","ripencc","AS31454","AS8708 AS9050"
"2026-02-28","ripencc","AS31461","AS16019 AS29208"
"2026-02-28","ripencc","AS31732","AS6939 AS136557"
"2026-02-28","ripencc","AS33837","AS50989"
"2026-02-28","ripencc","AS33891","AS1299 AS3257 AS3320 AS3356"
"2026-02-28","ripencc","AS33924","AS6936 AS58137 AS198890"
"2026-02-28","ripencc","AS34019","AS3303 AS6696 AS8218 AS25091 AS29169 AS30781 AS35625 AS44530 AS47160"
"2026-02-28","ripencc","AS34040","AS16019 AS29113"
"2026-02-28","ripencc","AS34425","AS6424"
"2026-02-28","ripencc","AS34535","AS24589 AS24651"
"2026-02-28","ripencc","AS34696","AS174 AS6204 AS6939 AS29119"
"2026-02-28","ripencc","AS34854","AS1299 AS3214 AS3320 AS6939"
"2026-02-28","ripencc","AS34878","AS553 AS680"
"2026-02-28","ripencc","AS34953","AS1299 AS2914 AS3320 AS5405 AS6461 AS6939"
"2026-02-28","ripencc","AS35131","AS20912"
"2026-02-28","ripencc","AS35133","AS174 AS1299 AS3257 AS3356 AS5511 AS6453 AS6762 AS6830"
"2026-02-28","ripencc","AS35168","AS3216 AS6695 AS8631 AS9002 AS20485 AS31133 AS35104 AS43727 AS60299"
"2026-02-28","ripencc","AS35171","AS174 AS8220 AS8903 AS12479 AS12541 AS29119 AS202766"
"2026-02-28","ripencc","AS35328","AS31117"
"2026-02-28","ripencc","AS35457","AS5416"
"2026-02-28","ripencc","AS35489","AS15669 AS35761 AS39505 AS44814 AS199230"
"2026-02-28","ripencc","AS35600","AS30781 AS34019 AS35625"
"2026-02-28","ripencc","AS35634","AS13214 AS30893"
"2026-02-28","ripencc","AS35639","AS3255 AS6939 AS13249 AS15577 AS41568"
"2026-02-28","ripencc","AS35676","AS174 AS5511"
"2026-02-28","ripencc","AS35826","AS174 AS2914"
"2026-02-28","ripencc","AS38915","AS24785"
"2026-02-28","ripencc","AS38927","AS9063 AS15965"
"2026-02-28","ripencc","AS38965","AS6206 AS8283 AS50673 AS61349"
"2026-02-28","ripencc","AS39002","AS44854 AS48112 AS57984"
"2026-02-28","ripencc","AS39029","AS1299 AS25400"
"2026-02-28","ripencc","AS39040","AS13237 AS29075 AS33891"
"2026-02-28","ripencc","AS39074","AS49100 AS50810"
"2026-02-28","ripencc","AS39335","AS42615"
"2026-02-28","ripencc","AS39442","AS41344"
"2026-02-28","ripencc","AS39525","AS0"
"2026-02-28","ripencc","AS39526","AS1299 AS3257 AS6939 AS9002 AS47887"
"2026-02-28","ripencc","AS39531","AS5483 AS6204 AS9002 AS12302"
"2026-02-28","ripencc","AS39719","AS1267 AS3302 AS12874 AS16004 AS61968 AS200199"
"2026-02-28","ripencc","AS39728","AS3216 AS12389 AS31500 AS41039 AS50509 AS198310 AS201706"
"2026-02-28","ripencc","AS39790","AS25248 AS199803"
"2026-02-28","ripencc","AS39791","AS1299 AS29208"
"2026-02-28","ripencc","AS39793","AS58307"
"2026-02-28","ripencc","AS39889","AS50989"
"2026-02-28","ripencc","AS39904","AS5588 AS6939 AS16019 AS42000 AS47200"
"2026-02-28","ripencc","AS40994","AS174 AS1299 AS2914 AS3257 AS6762"
"2026-02-28","ripencc","AS41051","AS6939 AS39351 AS50629 AS58299"
"2026-02-28","ripencc","AS41073","AS174 AS1299 AS3257"
"2026-02-28","ripencc","AS41164","AS25400"
"2026-02-28","ripencc","AS41227","AS49801"
"2026-02-28","ripencc","AS41312","AS41966"
"2026-02-28","ripencc","AS41327","AS1299 AS2914 AS3257 AS3356 AS3491 AS6453 AS6762"
"2026-02-28","ripencc","AS41344","AS12389 AS43727"
"2026-02-28","ripencc","AS41436","AS174 AS3257"
"2026-02-28","ripencc","AS41451","AS49436 AS50873"
"2026-02-28","ripencc","AS41457","AS16276 AS20473 AS31898 AS51202 AS216078"
"2026-02-28","ripencc","AS41483","AS12929 AS25400"
"2026-02-28","ripencc","AS41666","AS6939 AS34927 AS58299"
"2026-02-28","ripencc","AS41720","AS174 AS1299 AS9002 AS50877 AS60068 AS60798 AS203446 AS212508"
"2026-02-28","ripencc","AS41731","AS196610"
"2026-02-28","ripencc","AS41948","AS31078 AS208262"
"2026-02-28","ripencc","AS42037","AS13237 AS15695"
"2026-02-28","ripencc","AS42184","AS174 AS1299 AS3257 AS3320 AS33891 AS55002"
"2026-02-28","ripencc","AS42195","AS35320 AS51273"
"2026-02-28","ripencc","AS42313","AS174 AS1299 AS6762 AS12713 AS50973"
"2026-02-28","ripencc","AS42335","AS200303"
"2026-02-28","ripencc","AS42541","AS1299 AS3356 AS6939"
"2026-02-28","ripencc","AS42615","AS1299 AS6939 AS13335 AS26073"
"2026-02-28","ripencc","AS42652","AS8899"
"2026-02-28","ripencc","AS42695","AS174 AS1299 AS3356 AS36352"
"2026-02-28","ripencc","AS42729","AS1113 AS39837 AS57169"
"2026-02-28","ripencc","AS42755","AS174 AS8455"
"2026-02-28","ripencc","AS42881","AS8926 AS43289"
"2026-02-28","ripencc","AS43046","AS6830 AS8708 AS12302"
"2026-02-28","ripencc","AS43171","AS8075 AS9141 AS15169 AS21132 AS21395 AS24115 AS29535 AS32934 AS48850 AS50841 AS62047 AS62081 AS63293 AS201054"
"2026-02-28","ripencc","AS43397","AS42184"
"2026-02-28","ripencc","AS43541","AS1299 AS3356"
"2026-02-28","ripencc","AS43615","AS2588 AS12578"
"2026-02-28","ripencc","AS43617","AS29551 AS58145"
"2026-02-28","ripencc","AS43626","AS35348"
"2026-02-28","ripencc","AS43633","AS6939 AS9002"
"2026-02-28","ripencc","AS43652","AS2860 AS6424"
"2026-02-28","ripencc","AS43800","AS15576"
"2026-02-28","ripencc","AS43851","AS3170"
"2026-02-28","ripencc","AS44097","AS30972 AS34019 AS35625 AS50628"
"2026-02-28","ripencc","AS44208","AS42337 AS49100 AS58224"
"2026-02-28","ripencc","AS44244","AS12880 AS49666"
"2026-02-28","ripencc","AS44324","AS3204 AS6204 AS6939 AS7720 AS8772 AS8849 AS18041 AS18423 AS29632 AS33387 AS34927 AS38074 AS47272 AS48266 AS53356 AS53667 AS53808 AS59105 AS134823 AS134835 AS138997 AS140227 AS206499 AS207841 AS216211 AS393577"
"2026-02-28","ripencc","AS44339","AS29670"
"2026-02-28","ripencc","AS44355","AS6939 AS49775 AS61049 AS137409 AS207841 AS215759"
"2026-02-28","ripencc","AS44384","AS174 AS3257"
"2026-02-28","ripencc","AS44409","AS41451"
"2026-02-28","ripencc","AS44439","AS39704 AS43366"
"2026-02-28","ripencc","AS44546","AS39906 AS50245"
"2026-02-28","ripencc","AS44578","AS6939 AS21859"
"2026-02-28","ripencc","AS44709","AS12400"
"2026-02-28","ripencc","AS44716","AS12732"
"2026-02-28","ripencc","AS44817","AS53667 AS135659 AS216375"
"2026-02-28","ripencc","AS44980","AS8607 AS15830 AS21371 AS29611"
"2026-02-28","ripencc","AS45009","AS8283 AS25091 AS50869"
"2026-02-28","ripencc","AS47160","AS174 AS3257 AS6453 AS6461 AS9002 AS62000"
"2026-02-28","ripencc","AS47184","AS0"
"2026-02-28","ripencc","AS47200","AS0"
"2026-02-28","ripencc","AS47311","AS6939 AS24198 AS45735 AS58389 AS58495 AS133210 AS398999"
"2026-02-28","ripencc","AS47455","AS213313"
"2026-02-28","ripencc","AS47482","AS38930 AS49127"
"2026-02-28","ripencc","AS47527","AS3223 AS3292 AS3308"
"2026-02-28","ripencc","AS47536","AS5405 AS6762 AS24961 AS34549 AS34927 AS49600 AS50629 AS50869"
"2026-02-28","ripencc","AS47597","AS16276"
"2026-02-28","ripencc","AS47627","AS0"
"2026-02-28","ripencc","AS47674","AS174"
"2026-02-28","ripencc","AS47694","AS52091 AS206810"
"2026-02-28","ripencc","AS47767","AS25512 AS39904"
"2026-02-28","ripencc","AS47778","AS6939 AS7720 AS34927 AS44324 AS51087 AS62246 AS206499"
"2026-02-28","ripencc","AS47787","AS174 AS6424 AS6762"
"2026-02-28","ripencc","AS47853","AS0"
"2026-02-28","ripencc","AS47865","AS5405"
"2026-02-28","ripencc","AS47922","AS12578"
"2026-02-28","ripencc","AS47943","AS6424 AS35432"
"2026-02-28","ripencc","AS48014","AS49581 AS58212 AS60068 AS61272 AS197071 AS201814 AS213250 AS213683"
"2026-02-28","ripencc","AS48070","AS174 AS1299 AS6461 AS61049"
"2026-02-28","ripencc","AS48116","AS50989"
"2026-02-28","ripencc","AS48387","AS29670"
"2026-02-28","ripencc","AS48444","AS3170 AS20712"
"2026-02-28","ripencc","AS48510","AS174 AS1299 AS6762 AS12713"
"2026-02-28","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2026-02-28","ripencc","AS48678","AS174 AS9002 AS9121 AS15830 AS57344 AS59796"
"2026-02-28","ripencc","AS48707","AS1299 AS9002 AS20473 AS24940"
"2026-02-28","ripencc","AS48752","AS6939 AS32943"
"2026-02-28","ripencc","AS48927","AS174 AS6939 AS47536 AS196610"
"2026-02-28","ripencc","AS49028","AS1299 AS35280"
"2026-02-28","ripencc","AS49070","AS12389 AS35168"
"2026-02-28","ripencc","AS49206","AS174 AS1299 AS39392 AS60068"
"2026-02-28","ripencc","AS49260","AS6424"
"2026-02-28","ripencc","AS49418","AS30823 AS31500 AS35598 AS49612 AS62255"
"2026-02-28","ripencc","AS49432","AS48362 AS215510"
"2026-02-28","ripencc","AS49443","AS43289"
"2026-02-28","ripencc","AS49455","AS25400"
"2026-02-28","ripencc","AS49549","AS24589 AS24651 AS34535 AS43513"
"2026-02-28","ripencc","AS49552","AS42184"
"2026-02-28","ripencc","AS49601","AS35179 AS58307"
"2026-02-28","ripencc","AS49623","AS60983"
"2026-02-28","ripencc","AS49624","AS0"
"2026-02-28","ripencc","AS49630","AS3292 AS31027"
"2026-02-28","ripencc","AS49697","AS47536"
"2026-02-28","ripencc","AS49714","AS9002 AS61407"
"2026-02-28","ripencc","AS49752","AS45049"
"2026-02-28","ripencc","AS49801","AS42337 AS204533 AS205647"
"2026-02-28","ripencc","AS49832","AS12297 AS49666"
"2026-02-28","ripencc","AS49935","AS174 AS702 AS1273 AS1299 AS2602 AS2611 AS2906 AS2914 AS3257 AS3303 AS3356 AS3491 AS3856 AS4455 AS5432 AS5511 AS6453 AS6461 AS6641 AS6661 AS6696 AS6762 AS6774 AS6848 AS6939 AS7018 AS8075 AS8218 AS8220 AS8368 AS8632 AS8674 AS8708 AS9002 AS9008 AS9009 AS9031 AS9208 AS13002 AS13150 AS13335 AS15965 AS16276 AS20940 AS23764 AS24611 AS29467 AS32934 AS34019 AS35219 AS39686 AS39923 AS47377 AS47957 AS48152 AS48185 AS48408 AS50083 AS50309 AS56665 AS62044 AS199095 AS199524 AS199670 AS201205 AS210834"
"2026-02-28","ripencc","AS50028","AS6424 AS47787"
"2026-02-28","ripencc","AS50148","AS1241 AS56910 AS211186"
"2026-02-28","ripencc","AS50224","AS6939 AS16276 AS37988 AS52025 AS53667 AS59920 AS60841 AS137409 AS142064 AS202142 AS396993 AS400304"
"2026-02-28","ripencc","AS50338","AS16019 AS47232 AS60068"
"2026-02-28","ripencc","AS50348","AS16019 AS30764"
"2026-02-28","ripencc","AS50391","AS6939 AS20473 AS48070"
"2026-02-28","ripencc","AS50419","AS47227"
"2026-02-28","ripencc","AS50616","AS42313"
"2026-02-28","ripencc","AS50629","AS174 AS1299 AS3257 AS3320 AS3356 AS5511"
"2026-02-28","ripencc","AS50633","AS3326 AS35297"
"2026-02-28","ripencc","AS50683","AS50989"
"2026-02-28","ripencc","AS50698","AS5588 AS29208"
"2026-02-28","ripencc","AS50873","AS24961"
"2026-02-28","ripencc","AS50989","AS3399 AS202395"
"2026-02-28","ripencc","AS51019","AS207841 AS209735 AS215823"
"2026-02-28","ripencc","AS51025","AS9053 AS43541"
"2026-02-28","ripencc","AS51087","AS3204 AS3214 AS6939 AS34927 AS41051 AS44324 AS206499"
"2026-02-28","ripencc","AS51115","AS197068"
"2026-02-28","ripencc","AS51135","AS0"
"2026-02-28","ripencc","AS51178","AS1299 AS9002 AS9049 AS12389 AS20485 AS29076 AS35598 AS50509 AS57304 AS57724 AS59692 AS62255 AS201706"
"2026-02-28","ripencc","AS51191","AS20473 AS33891 AS60068 AS199524"
"2026-02-28","ripencc","AS51202","AS5405 AS6204 AS6939 AS20562 AS24785 AS34307 AS50629 AS58212 AS215828"
"2026-02-28","ripencc","AS51210","AS43541 AS51025"
"2026-02-28","ripencc","AS51214","AS6789 AS28761"
"2026-02-28","ripencc","AS51255","AS9049 AS62142 AS211366"
"2026-02-28","ripencc","AS51345","AS6939 AS8283 AS8298"
"2026-02-28","ripencc","AS51369","AS28917"
"2026-02-28","ripencc","AS51396","AS6939 AS30823 AS35133 AS44592 AS49581 AS62403 AS64457"
"2026-02-28","ripencc","AS51521","AS16019 AS24641"
"2026-02-28","ripencc","AS51826","AS1299"
"2026-02-28","ripencc","AS52011","AS42695"
"2026-02-28","ripencc","AS52025","AS174 AS835 AS1299 AS3257 AS6830 AS6939 AS8849 AS9678 AS12488 AS20473 AS25369 AS26073 AS26548 AS29802 AS32097 AS34549 AS34927 AS35133 AS37988 AS39409 AS48070 AS50263 AS56655 AS60068 AS61049 AS61138 AS64289 AS208453 AS212815 AS394177 AS396998 AS397423 AS400587"
"2026-02-28","ripencc","AS52053","AS49434 AS399486"
"2026-02-28","ripencc","AS52091","AS1299 AS3216 AS9002 AS13094 AS20485"
"2026-02-28","ripencc","AS52112","AS6939 AS20473 AS24961 AS34927 AS52025 AS212001 AS212895"
"2026-02-28","ripencc","AS56381","AS1299 AS5405 AS9002 AS50629"
"2026-02-28","ripencc","AS56488","AS1299 AS3356 AS6939 AS31034 AS41327"
"2026-02-28","ripencc","AS56494","AS5416 AS35457"
"2026-02-28","ripencc","AS56496","AS3292 AS31027"
"2026-02-28","ripencc","AS56595","AS1299 AS3257 AS6461"
"2026-02-28","ripencc","AS56616","AS44400"
"2026-02-28","ripencc","AS56635","AS3212 AS6939 AS12778 AS198524"
"2026-02-28","ripencc","AS56802","AS49418"
"2026-02-28","ripencc","AS56821","AS16019"
"2026-02-28","ripencc","AS56853","AS44030 AS48416"
"2026-02-28","ripencc","AS56980","AS206119"
"2026-02-28","ripencc","AS57013","AS9198 AS35168 AS41798"
"2026-02-28","ripencc","AS57027","AS48715 AS51026 AS393577"
"2026-02-28","ripencc","AS57050","AS6939 AS8708 AS34872 AS58057"
"2026-02-28","ripencc","AS57255","AS60695 AS62081 AS201054"
"2026-02-28","ripencc","AS57295","AS210220"
"2026-02-28","ripencc","AS57328","AS0"
"2026-02-28","ripencc","AS57399","AS47536"
"2026-02-28","ripencc","AS57511","AS9009 AS49832 AS57043 AS215710"
"2026-02-28","ripencc","AS57544","AS1820"
"2026-02-28","ripencc","AS57575","AS5405 AS24961 AS50629"
"2026-02-28","ripencc","AS57777","AS8298 AS25091"
"2026-02-28","ripencc","AS57913","AS5398 AS41327"
"2026-02-28","ripencc","AS57934","AS3204"
"2026-02-28","ripencc","AS57950","AS29355"
"2026-02-28","ripencc","AS57984","AS8283 AS44854 AS48112"
"2026-02-28","ripencc","AS58145","AS29551"
"2026-02-28","ripencc","AS58165","AS12297"
"2026-02-28","ripencc","AS58218","AS57050"
"2026-02-28","ripencc","AS58299","AS174 AS1299 AS2914 AS6830 AS6939 AS9002 AS13030 AS25369 AS34549 AS58115"
"2026-02-28","ripencc","AS58308","AS29075 AS59689"
"2026-02-28","ripencc","AS59552","AS0"
"2026-02-28","ripencc","AS59645","AS250 AS6939 AS24961 AS29670 AS34927 AS50629 AS58299"
"2026-02-28","ripencc","AS59651","AS26548 AS51765"
"2026-02-28","ripencc","AS59678","AS6939 AS34927 AS54218 AS55081"
"2026-02-28","ripencc","AS59682","AS8772 AS49706 AS50392"
"2026-02-28","ripencc","AS59689","AS29075 AS30781"
"2026-02-28","ripencc","AS59715","AS6762 AS12874"
"2026-02-28","ripencc","AS59747","AS5610 AS6855 AS6881 AS8251"
"2026-02-28","ripencc","AS59776","AS6830"
"2026-02-28","ripencc","AS59920","AS13335 AS20473 AS30456 AS52041 AS137409"
"2026-02-28","ripencc","AS59944","AS29075 AS30781"
"2026-02-28","ripencc","AS59970","AS6830 AS39392 AS47232"
"2026-02-28","ripencc","AS60003","AS199789"
"2026-02-28","ripencc","AS60086","AS6855 AS42000"
"2026-02-28","ripencc","AS60132","AS29467 AS197133"
"2026-02-28","ripencc","AS60247","AS0"
"2026-02-28","ripencc","AS60294","AS8899"
"2026-02-28","ripencc","AS60431","AS174 AS6939 AS34927 AS41495 AS50917 AS56630 AS137409 AS209735"
"2026-02-28","ripencc","AS60432","AS64445"
"2026-02-28","ripencc","AS60571","AS50873"
"2026-02-28","ripencc","AS60574","AS24940 AS33891"
"2026-02-28","ripencc","AS60742","AS215120"
"2026-02-28","ripencc","AS60841","AS13335 AS30456 AS52041 AS400304"
"2026-02-28","ripencc","AS60900","AS701 AS6939 AS13335 AS14618 AS20473 AS34927 AS37988 AS41051 AS44324 AS50224 AS53667 AS60841 AS137409 AS142064 AS202142 AS205329 AS208453 AS209533 AS210667 AS213605 AS214150 AS214331 AS214757 AS214809 AS396993 AS399486"
"2026-02-28","ripencc","AS60983","AS56987 AS201376 AS203500 AS209255"
"2026-02-28","ripencc","AS61120","AS1299 AS6663 AS6830 AS8708 AS24745 AS49468 AS57050"
"2026-02-28","ripencc","AS61125","AS24875"
"2026-02-28","ripencc","AS61290","AS6424"
"2026-02-28","ripencc","AS61421","AS6939 AS8283 AS45009"
"2026-02-28","ripencc","AS61953","AS62033"
"2026-02-28","ripencc","AS62000","AS174 AS3257 AS5511 AS6204 AS6453 AS6461 AS9002 AS31561 AS39801 AS50263 AS50952 AS51706 AS137409"
